Release group ID,Release calendar year_start,Release calendar year_end,Water year (WY),Decade,Hatchery name,Data Source,Data status,Total number released,Mean fish mass (g),Release date_start,Release date_end,Release calendar month_start,Release calendar month_end,Rel Water_reported,Release Site_reported,Release Life History Stage_reported,Release_water_AS,Release_site_AS,Release_lat_AS,Release_long_AS,Hatchery-to-release-site-distance_rkm,Release-site-to-ocean-distance_rkm,Source_AS,Notes_AS
1466,1973,1973,1973,3,MOK R FISH INS,Annual Report,final,1000,498.9512,NA,NA,9,9,Sacramento River,Rio Vista,NA,Sacramento River,Rio Vista,38.16,-121.68,112.93,98.06,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1467,1973,1973,1974,3,MOK R FISH INS,Annual Report,final,900,498.9512,NA,NA,10,10,Mokelumne River,Terminous,NA,Mokelumne River,Terminous,38.11622,-121.49791,NA,NA,NEW,NA
1683,1990,1990,1990,5,MOK R FISH INS,CAHR PROJECT,draft,1000,453.6,33093,33093,8,8,NA,MOKELUMNE DAY USE AREA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1684,1990,1990,1990,5,MOK R FISH INS,CAHR PROJECT,draft,700,453.6,33098,33098,8,8,NA,MOKELUMNE DAY USE AREA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1685,1990,1990,1990,5,MOK R FISH INS,CAHR PROJECT,draft,900,453.6,33102,33102,8,8,NA,MOKELUMNE DAY USE AREA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1800,1992,1992,1992,5,MOK R FISH INS,CAHR PROJECT,draft,700,453.6,33812,33812,7,7,NA,MOKELUMNE DAY USE AREA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1801,1992,1992,1992,5,MOK R FISH INS,CAHR PROJECT,draft,650,453.6,33821,33821,8,8,NA,MOKELUMNE DAY USE AREA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1802,1992,1992,1992,5,MOK R FISH INS,CAHR PROJECT,draft,600,453.6,33827,33827,8,8,NA,MOKELUMNE DAY USE AREA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1803,1992,1992,1992,5,MOK R FISH INS,CAHR PROJECT,draft,700,453.6,33835,33835,8,8,NA,MOKELUMNE DAY USE AREA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1804,1992,1992,1992,5,MOK R FISH INS,CAHR PROJECT,draft,1000,453.6,33843,33843,8,8,NA,MOKELUMNE DAY USE AREA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1806,1992,1992,1992,5,MOK R FISH INS,CAHR PROJECT,draft,800,453.6,33850,33850,9,9,NA,MOKELUMNE DAY USE AREA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1867,1993,1993,1993,5,MOK R FISH INS,CAHR PROJECT,draft,800,453.6,34183,34183,8,8,NA,MOKELUMNE DAY USE AREA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1868,1993,1993,1993,5,MOK R FISH INS,CAHR PROJECT,draft,600,453.6,34186,34186,8,8,NA,MOKELUMNE DAY USE AREA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1869,1993,1993,1993,5,MOK R FISH INS,CAHR PROJECT,draft,800,453.6,34191,34191,8,8,NA,MOKELUMNE DAY USE AREA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1870,1993,1993,1993,5,MOK R FISH INS,CAHR PROJECT,draft,900,453.6,34199,34199,8,8,NA,MOKELUMNE DAY USE AREA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1871,1993,1993,1993,5,MOK R FISH INS,CAHR PROJECT,draft,800,453.6,34204,34204,8,8,NA,MOKELUMNE DAY USE AREA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1897,1994,1994,1994,5,MOK R FISH INS,CAHR PROJECT,draft,600,453.6,34558,34558,8,8,NA,MOKELUMNE DAY USE AREA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1898,1994,1994,1994,5,MOK R FISH INS,CAHR PROJECT,draft,650,453.6,34563,34563,8,8,NA,MOKELUMNE DAY USE AREA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
109,1965,1965,1965,2,COLEMAN NFH,2011 BO,final,500,453.592,NA,NA,6,6,NA,SACRAMENTO RIVER,NA,Sacramento River,Sacramento River at Battle Creek,40.35485,-122.17526,9.35,508.51,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
747,2002,2002,2002,6,FEATHER R HATCHERY,State DB,final,500,453.592,37407,37407,5,5,Feather River,Bedrock Park,Yearling,Feather River,Bedrock Park,39.51244,-121.5682,NA,NA,THIS_DB,NA
748,2002,2002,2002,6,FEATHER R HATCHERY,State DB,final,799,453.592,37414,37414,6,6,Mokelumne River,Lodi Lake,Yearling,Mokelumne River,Lodi Lake,38.1482,-121.2954,38.08,167.95,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
805,2003,2003,2003,6,FEATHER R HATCHERY,State DB,final,998,453.592,37771,37771,5,5,Feather River,Bedrock Park,Yearling,Feather River,Bedrock Park,39.51244,-121.5682,NA,NA,THIS_DB,NA
973,2007,2007,2007,6,FEATHER R HATCHERY,State DB,final,1650,453.592,39231,39231,5,5,Feather River,Bedrock Park,Yearling,Feather River,Bedrock Park,39.51244,-121.5682,NA,NA,THIS_DB,NA
1107,2010,2010,2010,7,FEATHER R HATCHERY,State DB,final,600,453.592,40333,40333,6,6,Feather River,Bedrock Park,Yearling,Feather River,Bedrock Park,39.51244,-121.5682,NA,NA,THIS_DB,NA
1317,2014,2014,2014,7,FEATHER R HATCHERY,State DB,final,1000,453.592,41789,41789,5,5,Feather River,Bedrock Park,Yearling,Feather River,Bedrock Park,39.51244,-121.5682,NA,NA,THIS_DB,NA
2013,2003,2003,2003,6,MOK R FISH INS,State DB,final,198,453.592,37785,37785,6,6,Mokelumne River,Lodi Lake,Yearling,Mokelumne River,Lodi Lake,38.1482,-121.2954,38.08,167.95,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2204,2009,2009,2009,7,MOK R FISH INS,State DB,final,300,453.592,39962,39962,5,5,Mokelumne River,Lodi Lake,Yearling,Mokelumne River,Lodi Lake,38.1482,-121.2954,38.08,167.95,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2403,1972,1972,1972,3,NIMBUS FISH HATCHERY,Annual Report,final,47200,453.592,NA,NA,6,6,American River,Nimbus Hatchery,NA,American River,Nimbus Fish Hatchery,38.637,-121.221,0,210.99,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
476,1971,1971,1971,3,FEATHER R HATCHERY,Annual Report,final,1000,450,NA,NA,5,5,Feather River,NA,NA,Feather River,Feather River Hatchery,39.51636,-121.55603,0,313.87,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
173,1970,1970,1970,3,COLEMAN NFH,2011 BO,final,4911,434.9174791,NA,NA,5,5,NA,SHASTA LAKE,NA,Sacramento River,Shasta Lake,40.719095,-122.418251,NA,NA,NEW,New (looked up)
636,1997,1997,1997,5,FEATHER R HATCHERY,Annual Report,draft,499,430,NA,NA,6,6,Mokelumne River,Lodi Lake,NA,Mokelumne River,Lodi Lake,38.1482,-121.2954,38.08,167.95,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
634,1996,1996,1996,5,FEATHER R HATCHERY,Annual Report,draft,660,427,NA,NA,6,6,Mokelumne River,Lodi Lake,NA,Mokelumne River,Lodi Lake,38.1482,-121.2954,38.08,167.95,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1677,1990,1990,1990,5,MOK R FISH INS,CAHR PROJECT,draft,1100,412.4,33067,33067,7,7,NA,MOKELUMNE DAY USE AREA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1679,1990,1990,1990,5,MOK R FISH INS,CAHR PROJECT,draft,1430,412.4,33074,33074,7,7,NA,MOKELUMNE DAY USE AREA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1680,1990,1990,1990,5,MOK R FISH INS,CAHR PROJECT,draft,1760,412.4,33078,33078,7,7,NA,MOKELUMNE DAY USE AREA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1681,1990,1990,1990,5,MOK R FISH INS,CAHR PROJECT,draft,880,412.4,33081,33081,7,7,NA,MOKELUMNE DAY USE AREA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1682,1990,1990,1990,5,MOK R FISH INS,CAHR PROJECT,draft,990,412.4,33085,33085,7,7,NA,MOKELUMNE DAY USE AREA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1753,1991,1991,1991,5,MOK R FISH INS,CAHR PROJECT,draft,330,412.4,33472,33472,8,8,NA,MOKELUMNE RIVER,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1754,1991,1991,1991,5,MOK R FISH INS,CAHR PROJECT,draft,660,412.4,33472,33472,8,8,NA,MOKELUMNE RIVER,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1755,1991,1991,1991,5,MOK R FISH INS,CAHR PROJECT,draft,770,412.4,33476,33476,8,8,NA,MOKELUMNE RIVER,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1756,1991,1991,1991,5,MOK R FISH INS,CAHR PROJECT,draft,660,412.4,33480,33480,8,8,NA,MOKELUMNE RIVER,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1757,1991,1991,1991,5,MOK R FISH INS,CAHR PROJECT,draft,990,412.4,33484,33484,9,9,NA,MOKELUMNE RIVER,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1762,1991,1991,1992,5,MOK R FISH INS,CAHR PROJECT,draft,880,412.4,33512,33512,10,10,NA,MOKELUMNE RIVER,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1763,1991,1991,1992,5,MOK R FISH INS,CAHR PROJECT,draft,908,412.4,33515,33515,10,10,NA,MOKELUMNE RIVER,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1798,1992,1992,1992,5,MOK R FISH INS,CAHR PROJECT,draft,660,412.4,33801,33801,7,7,NA,MOKELUMNE DAY USE AREA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1799,1992,1992,1992,5,MOK R FISH INS,CAHR PROJECT,draft,660,412.4,33807,33807,7,7,NA,MOKELUMNE DAY USE AREA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1863,1993,1993,1993,5,MOK R FISH INS,CAHR PROJECT,draft,990,412.4,34159,34159,7,7,NA,MOKELUMNE DAY USE AREA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1864,1993,1993,1993,5,MOK R FISH INS,CAHR PROJECT,draft,770,412.4,34165,34165,7,7,NA,MOKELUMNE DAY USE AREA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1865,1993,1993,1993,5,MOK R FISH INS,CAHR PROJECT,draft,770,412.4,34171,34171,7,7,NA,MOKELUMNE DAY USE AREA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1866,1993,1993,1993,5,MOK R FISH INS,CAHR PROJECT,draft,660,412.4,34176,34176,7,7,NA,MOKELUMNE DAY USE AREA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1895,1994,1994,1994,5,MOK R FISH INS,CAHR PROJECT,draft,770,412.4,34543,34543,7,7,NA,MOKELUMNE DAY USE AREA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1896,1994,1994,1994,5,MOK R FISH INS,CAHR PROJECT,draft,660,412.4,34549,34549,8,8,NA,MOKELUMNE DAY USE AREA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1899,1994,1994,1994,5,MOK R FISH INS,CAHR PROJECT,draft,770,412.4,34571,34571,8,8,NA,MOKELUMNE DAY USE AREA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1900,1994,1994,1994,5,MOK R FISH INS,CAHR PROJECT,draft,550,412.4,34575,34575,8,8,NA,MOKELUMNE DAY USE AREA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1901,1994,1994,1994,5,MOK R FISH INS,CAHR PROJECT,draft,990,412.4,34578,34578,9,9,NA,MOKELUMNE DAY USE AREA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1902,1994,1994,1994,5,MOK R FISH INS,CAHR PROJECT,draft,330,412.4,34579,34579,9,9,NA,MOKELUMNE DAY USE AREA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
847,2004,2004,2004,6,FEATHER R HATCHERY,State DB,final,1127,378.0067492,38142,38142,6,6,Feather River,Bedrock Park,Yearling,Feather River,Bedrock Park,39.51244,-121.5682,NA,NA,THIS_DB,NA
1673,1990,1990,1990,5,MOK R FISH INS,CAHR PROJECT,draft,780,378,33053,33053,6,6,NA,MOKELUMNE DAY USE AREA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1675,1990,1990,1990,5,MOK R FISH INS,CAHR PROJECT,draft,600,378,33060,33060,7,7,NA,MOKELUMNE DAY USE AREA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1676,1990,1990,1990,5,MOK R FISH INS,CAHR PROJECT,draft,960,378,33063,33063,7,7,NA,MOKELUMNE DAY USE AREA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1678,1990,1990,1990,5,MOK R FISH INS,CAHR PROJECT,draft,1440,378,33071,33071,7,7,NA,MOKELUMNE DAY USE AREA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1761,1991,1991,1991,5,MOK R FISH INS,CAHR PROJECT,draft,840,378,33506,33506,9,9,NA,MOKELUMNE RIVER,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1796,1992,1992,1992,5,MOK R FISH INS,CAHR PROJECT,draft,720,378,33788,33788,7,7,NA,MOKELUMNE DAY USE AREA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1797,1992,1992,1992,5,MOK R FISH INS,CAHR PROJECT,draft,720,378,33794,33794,7,7,NA,MOKELUMNE DAY USE AREA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1805,1992,1992,1992,5,MOK R FISH INS,CAHR PROJECT,draft,600,378,33847,33847,8,8,NA,MOKELUMNE DAY USE AREA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1872,1993,1993,1993,5,MOK R FISH INS,CAHR PROJECT,draft,750,378,34207,34207,8,8,NA,MOKELUMNE DAY USE AREA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1873,1993,1993,1993,5,MOK R FISH INS,CAHR PROJECT,draft,850,378,34211,34211,8,8,NA,MOKELUMNE DAY USE AREA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1893,1994,1994,1994,5,MOK R FISH INS,CAHR PROJECT,draft,840,378,34526,34526,7,7,NA,VAN ASSEN PARK,NA,NA,NA,NA,NA,NA,NA,NA,Couldn't find
1894,1994,1994,1994,5,MOK R FISH INS,CAHR PROJECT,draft,900,378,34533,34533,7,7,NA,MOKELUMNE DAY USE AREA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
641,1999,1999,1999,6,FEATHER R HATCHERY,Annual Report,draft,533,377.9933333,NA,NA,6,6,Mokelumne River,Lodi Lake,NA,Mokelumne River,Lodi Lake,38.1482,-121.2954,38.08,167.95,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
642,1999,1999,1999,6,FEATHER R HATCHERY,Annual Report,draft,644,377.9933333,NA,NA,6,6,Feather River,Bedrock Beach,NA,Feather River,Bedrock Park,39.51244,-121.5682,NA,NA,THIS_DB,Assumed Bedrock Beach = same as Bedrock Park
644,2000,2000,2000,6,FEATHER R HATCHERY,Annual Report,draft,571,377.9933333,NA,NA,6,6,Mokelumne River,Lodi Lake,NA,Mokelumne River,Lodi Lake,38.1482,-121.2954,38.08,167.95,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
645,2000,2000,2000,6,FEATHER R HATCHERY,Annual Report,draft,950,377.9933333,NA,NA,6,6,Feather River,Bedrock Beach,NA,Feather River,Bedrock Park,39.51244,-121.5682,NA,NA,THIS_DB,Assumed Bedrock Beach = same as Bedrock Park
2249,2012,2012,2012,7,MOK R FISH INS,State DB,final,480,377.9933333,41061,41061,6,6,Mokelumne River,Lodi Lake,Yearling,Mokelumne River,Lodi Lake,38.1482,-121.2954,38.08,167.95,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
2250,2012,2012,2013,7,MOK R FISH INS,State DB,final,525,377.9933333,41204,41204,10,10,Mokelumne River,Mokelumne River Hatchery,Yearling,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1491,1975,1975,1975,3,MOK R FISH INS,Annual Report,final,838,348.9169231,NA,NA,6,6,Mokelumne River,NA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1506,1976,1976,1976,3,MOK R FISH INS,Annual Report,final,455,348.9169231,NA,NA,6,6,Mokelumne River,NA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1599,1989,1989,1989,5,MOK R FISH INS,CAHR PROJECT,draft,390,348.9,32517,32517,1,1,NA,RANCHO SECO PARK LAKE,YEARLING,Rancho Seco Lake,Rancho Seco Lake,38.338362,-121.093724,NA,NA,NEW,Landlocked
1601,1989,1989,1989,5,MOK R FISH INS,CAHR PROJECT,draft,390,348.9,32520,32520,1,1,NA,RANCHO SECO PARK LAKE,YEARLING,Rancho Seco Lake,Rancho Seco Lake,38.338362,-121.093724,NA,NA,NEW,Landlocked
1602,1989,1989,1989,5,MOK R FISH INS,CAHR PROJECT,draft,390,348.9,32521,32521,1,1,NA,OAK GROVE PARK LAKE,YEARLING,NA,NA,NA,NA,NA,NA,NA,Couldn't find
1615,1989,1989,1989,5,MOK R FISH INS,CAHR PROJECT,draft,390,348.9,32548,32548,2,2,NA,RANCHO SECO PARK LAKE,YEARLING,Rancho Seco Lake,Rancho Seco Lake,38.338362,-121.093724,NA,NA,NEW,Landlocked
1616,1989,1989,1989,5,MOK R FISH INS,CAHR PROJECT,draft,390,348.9,32549,32549,2,2,NA,OAK GROVE PARK LAKE,YEARLING,NA,NA,NA,NA,NA,NA,NA,Couldn't find
1617,1989,1989,1989,5,MOK R FISH INS,CAHR PROJECT,draft,650,348.9,32555,32555,2,2,NA,RANCHO SECO PARK LAKE,YEARLING,Rancho Seco Lake,Rancho Seco Lake,38.338362,-121.093724,NA,NA,NEW,Landlocked
1618,1989,1989,1989,5,MOK R FISH INS,CAHR PROJECT,draft,598,348.9,32556,32556,2,2,NA,OAK GROVE PARK LAKE,YEARLING,NA,NA,NA,NA,NA,NA,NA,Couldn't find
1665,1990,1990,1990,5,MOK R FISH INS,CAHR PROJECT,draft,715,348.9,33014,33014,5,5,NA,MOKELUMNE DAY USE AREA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1668,1990,1990,1990,5,MOK R FISH INS,CAHR PROJECT,draft,1040,348.9,33032,33032,6,6,NA,MOKELUMNE DAY USE AREA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1669,1990,1990,1990,5,MOK R FISH INS,CAHR PROJECT,draft,910,348.9,33035,33035,6,6,NA,MOKELUMNE DAY USE AREA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1670,1990,1990,1990,5,MOK R FISH INS,CAHR PROJECT,draft,845,348.9,33038,33038,6,6,NA,MOKELUMNE DAY USE AREA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1671,1990,1990,1990,5,MOK R FISH INS,CAHR PROJECT,draft,845,348.9,33044,33044,6,6,NA,MOKELUMNE DAY USE AREA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1672,1990,1990,1990,5,MOK R FISH INS,CAHR PROJECT,draft,910,348.9,33049,33049,6,6,NA,MOKELUMNE DAY USE AREA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1674,1990,1990,1990,5,MOK R FISH INS,CAHR PROJECT,draft,910,348.9,33057,33057,7,7,NA,MOKELUMNE DAY USE AREA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1752,1991,1991,1991,5,MOK R FISH INS,CAHR PROJECT,draft,1170,348.9,33466,33466,8,8,NA,MOKELUMNE RIVER,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1758,1991,1991,1991,5,MOK R FISH INS,CAHR PROJECT,draft,910,348.9,33487,33487,9,9,NA,MOKELUMNE RIVER,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1759,1991,1991,1991,5,MOK R FISH INS,CAHR PROJECT,draft,845,348.9,33492,33492,9,9,NA,MOKELUMNE RIVER,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1760,1991,1991,1991,5,MOK R FISH INS,CAHR PROJECT,draft,1170,348.9,33499,33499,9,9,NA,MOKELUMNE RIVER,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1793,1992,1992,1992,5,MOK R FISH INS,CAHR PROJECT,draft,910,348.9,33729,33729,5,5,NA,MOKELUMNE DAY USE AREA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1794,1992,1992,1992,5,MOK R FISH INS,CAHR PROJECT,draft,845,348.9,33760,33760,6,6,NA,BIDWELL PARK AREA,NA,Big Chico Creek,Bidwell Park Area,39.738707,-121.819049,NA,NA,NEW,NA
1795,1992,1992,1992,5,MOK R FISH INS,CAHR PROJECT,draft,845,348.9,33760,33760,6,6,NA,LODI LAKE,NA,Mokelumne River,Lodi Lake,38.1482,-121.2954,38.08,167.95,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1807,1992,1992,1992,5,MOK R FISH INS,CAHR PROJECT,draft,975,348.9,33857,33857,9,9,NA,MOKELUMNE DAY USE AREA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1808,1992,1992,1992,5,MOK R FISH INS,CAHR PROJECT,draft,1300,348.9,33863,33863,9,9,NA,MOKELUMNE DAY USE AREA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
1809,1992,1992,1992,5,MOK R FISH INS,CAHR PROJECT,draft,1560,348.9,33869,33869,9,9,NA,MOKELUMNE DAY USE AREA,NA,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,164.23,206.03,CVFR_DB (Sturrock et al. 2019 Fisheries),NA
